µÁ—π(V),x÷·(s)
1.438,0.0
1.047,0.0008004002001000501
1.828,0.0016008004002001002
2.609,0.0024012006003001503
4.562,0.0032016008004002003
4.172,0.004002001000500251
2.219,0.004802401200600301
3.0,0.005602801400700351
1.438,0.006403201600800401
1.828,0.007203601800900451
-0.906,0.008004002001000501
-0.516,0.00880440220110055
-1.297,0.009604802401200601
-2.469,0.01040520260130065
-4.031,0.011205602801400701
-5.594,0.01200600300150075
-4.812,0.012806403201600801
-1.688,0.013606803401700852
-1.688,0.014407203601800901
0.656,0.015207603801900952
0.656,0.016008004002001003
1.047,0.01680840420210105
1.438,0.0176088044022011
3.0,0.018409204602301152
3.391,0.019209604802401203
2.609,0.020010005002501254
3.0,0.0208104052026013
1.828,0.02161080540270135
1.438,0.022411205602801403
-2.078,0.023211605802901453
-0.516,0.0240120060030015
-3.25,0.02481240620310155
-4.031,0.025612806403201602
-4.812,0.026413206603301653
-2.078,0.027213606803401704
-3.25,0.02801400700350175
-0.906,0.028814407203601802
-0.125,0.029614807403701853
1.047,0.030415207603801904
4.172,0.03121560780390195
1.828,0.032016008004002006
3.0,0.03281640820410205
2.609,0.0336168084042021
0.266,0.034417208604302155
-2.859,0.0352176088044022
-0.125,0.036018009004502256
0.266,0.036818409204602304
-0.516,0.03761880940470235
-2.859,0.038419209604802405
-2.859,0.03921960980490245
-2.078,0.04002001000500251
-4.031,0.040820410205102554
-1.688,0.0416208104052026
-2.078,0.042421210605302656
-0.906,0.0432216108054027
-0.906,0.04402201100550275
-0.906,0.044822411205602805
-0.125,0.04562281140570285
1.047,0.04642321160580291
1.828,0.047223611805902954
1.047,0.048024012006003
2.219,0.048824412206103056
1.828,0.0496248124062031
1.047,0.05042521260630316
3.391,0.051225612806403205
0.656,0.05202601300650325
1.047,0.052826413206603307
-2.469,0.053626813406703354
-4.031,0.05442721360680341
-2.859,0.055227613806903456
-3.641,0.0560280140070035
-2.859,0.05682841420710356
-1.297,0.057628814407203605
-1.688,0.05842921460730366
0.656,0.059229614807403706
1.047,0.060030015007503754
1.828,0.06083041520760381
2.219,0.061630815407703855
2.219,0.0624312156078039
1.047,0.06323161580790396
1.828,0.06403201600800401
-2.469,0.06483241620810405
1.438,0.0656328164082041
-2.078,0.06643321660830416
0.266,0.0672336168084042
-2.078,0.06803401700850426
-3.641,0.06883441720860431
-3.25,0.06963481740870435
-1.297,0.0704352176088044
-0.516,0.07123561780890446
-1.297,0.07203601800900451
-1.688,0.07283641820910455
-1.688,0.07363681840920461
-1.297,0.07443721860930466
-0.906,0.0752376188094047
0.266,0.07603801900950476
0.266,0.07683841920960481
-0.516,0.07763881940970485
-2.469,0.0784392196098049
-1.297,0.07923961980990496
-1.688,0.08004002001000501
-1.297,0.08084042021010505
1.047,0.08164082041020511
1.438,0.08244122061030516
-2.078,0.0832416208104052
-0.906,0.08404202101050526
-4.812,0.08484242121060531
-2.078,0.08564282141070535
-4.812,0.0864432216108054
-4.422,0.08724362181090546
-4.812,0.0880440220110055
-3.641,0.08884442221110556
-4.031,0.08964482241120561
-0.906,0.09044522261130566
-0.906,0.0912456228114057
-1.297,0.09204602301150576
-0.125,0.09284642321160581
-1.688,0.09364682341170585
-0.906,0.09444722361180591
-1.688,0.09524762381190596
-1.297,0.096048024012006
-1.688,0.09684842421210606
-1.688,0.09764882441220611
-1.297,0.09844922461230617
-2.078,0.0992496248124062
-3.25,0.10005002501250626
-4.031,0.10085042521260631
-8.719,0.10165082541270636
-5.203,0.10245122561280641
-4.422,0.10325162581290646
-4.422,0.1040520260130065
-3.25,0.10485242621310656
-2.469,0.10565282641320661
-1.688,0.10645322661330665
-1.297,0.10725362681340671
-1.297,0.10805402701350676
1.047,0.10885442721360682
0.266,0.10965482741370686
0.656,0.11045522761380691
-0.125,0.11125562781390697
-1.688,0.112056028014007
-2.078,0.11285642821410706
-2.078,0.11365682841420711
-4.422,0.11445722861430715
-4.422,0.11525762881440721
-4.812,0.11605802901450726
-6.766,0.11685842921460732
-5.594,0.11765882941470736
-5.594,0.11845922961480741
-5.594,0.11925962981490747
-0.516,0.12006003001500751
-0.125,0.12086043021510756
-0.516,0.12166083041520762
1.438,0.12246123061530766
-0.906,0.12326163081540771
-0.125,0.12406203101550776
-3.25,0.1248624312156078
-2.469,0.12566283141570786
-0.906,0.12646323161580791
-0.906,0.12726363181590797
-2.469,0.12806403201600802
-2.859,0.12886443221610805
-4.422,0.1296648324162081
-5.984,0.13046523261630816
-6.375,0.1312656328164082
-5.203,0.13206603301650827
-4.422,0.13286643321660832
-4.812,0.13366683341670837
-1.688,0.1344672336168084
-3.641,0.13526763381690846
-0.516,0.1360680340170085
-1.297,0.13686843421710856
-0.125,0.13766883441720862
0.656,0.13846923461730867
-1.297,0.1392696348174087
0.656,0.14007003501750875
-0.516,0.1408704352176088
-0.906,0.14167083541770886
-0.906,0.14247123561780892
-3.25,0.14327163581790897
-2.859,0.14407203601800903
-5.594,0.14487243621810905
-5.594,0.1456728364182091
-6.375,0.14647323661830916
-4.031,0.14727363681840921
-2.469,0.14807403701850927
0.266,0.14887443721860932
0.266,0.14967483741870938
3.0,0.1504752376188094
1.438,0.15127563781890946
1.438,0.1520760380190095
1.047,0.15287643821910957
-0.516,0.15367683841920962
-0.125,0.15447723861930968
-2.859,0.1552776388194097
-3.641,0.15607803901950976
-2.078,0.1568784392196098
-3.25,0.15767883941970987
