电压(V),x轴(s)
0.9772750000000003,0.0
0.8596750000000004,0.0008004002001
-0.4685250000000001,0.0016008004002001
-0.9761250000000001,0.0024012006003001
0.034762500000000016,0.0032016008004002
0.034762500000000016,0.0040020010005002
-0.8833374999999999,0.0048024012006003
0.015262499999999901,0.0056028014007003
-0.8833375,0.0064032016008004
0.4062625000000001,0.0072036018009004
0.6790625000000001,0.0080040020010005
-1.0005375,0.0088044022011005
0.8596750000000004,0.0096048024012006
1.3682750000000004,0.0104052026013006
-1.367125,0.0112056028014007
-0.4685250000000001,0.0120060030015007
0.6522031249999999,0.0128064032016008
-1.4183968750000004,0.0136068034017008
-2.0821968750000006,0.0144072036018009
-1.183596875000001,0.0152076038019009
-1.7839843750000006,0.016008004002001
-0.49538437500000054,0.016808404202101
0.9504156250000001,0.0176088044022011
0.44281562500000005,0.0184092046023011
-0.3757718750000004,0.0192096048024012
-0.3757718750000004,0.0200100050025012
-0.7852718750000005,0.0208104052026013
-1.2938718750000004,0.0216108054027013
-0.23907187500000027,0.0224112056028014
-0.12147187500000023,0.0232116058029014
-1.2938718750000007,0.0240120060030015
-1.1762718750000007,0.0248124062031015
-0.5777968750000002,0.0256128064032016
-0.07019687500000016,0.0264132066033016
-1.7497968750000001,0.0272136068034017
1.1018031249999998,0.0280140070035017
0.2277656250000001,0.0288144072036018
0.11016562500000007,0.0296148074037018
-0.280334375,0.0304152076038019
0.6182656250000002,0.0312156078039019
0.22313437500000002,0.032016008004002
-0.28546562500000017,0.032816408204102
-1.3402656250000002,0.0336168084042021
1.121334375,0.0344172086043021
-1.6374781250000003,0.0352176088044022
0.04212187499999975,0.0360180090045022
0.705921875,0.0368184092046023
-0.9736781250000002,0.0376188094047023
-0.6363968750000003,0.0384192096048024
0.262203125,0.0392196098049024
-0.6558968750000004,0.0400200100050025
-0.6558968750000004,0.0408204102051025
0.5014156250000004,0.0416208104052026
0.6180156250000004,0.0424212106053026
0.6180156250000004,0.0432216108054027
0.5014156250000004,0.0440220110055027
0.10553437500000012,0.0448224112056028
0.6131343750000002,0.0456228114057028
-0.168265625,0.0464232116058029
0.3403343750000002,0.0472236118059029
-0.8564781250000002,0.048024012006003
-0.34887812500000015,0.048824412206103
-0.075078125,0.0496248124062031
-0.19267812500000003,0.0504252126063031
0.034128125000000065,0.0512256128064032
0.5417281250000001,0.0520260130065032
-0.6296718750000002,0.0528264132066033
-0.5130718750000002,0.0536268134067033
0.361715625,0.0544272136068034
-1.7088843750000002,0.0552276138069034
0.126915625,0.0560280140070035
0.24451562500000004,0.0568284142071035
-0.4300906250000002,0.0576288144072036
-0.4300906250000002,0.0584292146073036
1.2700093750000003,0.0592296148074037
0.3714093750000002,0.0600300150075037
0.5807968750000001,0.0608304152076038
0.46419687500000006,0.0616308154077038
-0.08300312500000001,0.0624312156078039
-0.20060312500000005,0.0632316158079039
-0.6400406250000001,0.064032016008004
-0.7566406250000002,0.064832416208104
1.5867593750000004,0.0656328164082041
0.6881593750000004,0.0664332166083041
-0.5472531250000002,0.0672336168084042
-1.0548531250000002,0.0680340170085042
0.8985468750000002,0.0688344172086043
0.39094687500000014,0.0696348174087043
-0.3373343750000002,0.0704352176088044
0.171265625,0.0712356178089044
