label,dominant frequency,central frequency,kurtosis,RMS,crest factor
OC2,0.0,154.46924537944167,2.6061088878176273,4.427004322278368,2.9374985437798955
OC2,0.0,161.21372623934423,2.716971390850819,3.658219435714435,2.5422024398554894
OC2,66.25,194.2966178889758,2.591642565716343,2.1846843985874327,3.0369990188468274
OC2,66.25,188.04607016735943,2.8697841925943797,2.332296286791063,3.4736085723253427
OC2,66.25,191.9244916654078,2.824636593102464,2.631364293121403,3.116858675341766
OC2,2.5,184.27255758710734,2.8528862059903846,3.0594380632797984,3.1679510418360164
OC2,2.5,182.7305880789714,2.793145037403724,2.818554434663884,2.853546094794201
OC2,2.5,189.19373309040617,2.803336046505698,2.6914067728816775,3.102414491607987
OC2,66.25,187.5230269898235,2.5927775030407703,2.7315691002641067,2.854677920923202
OC2,2.5,190.23881407655284,2.8820042879364256,2.3728164409120454,3.060023891780319
OC2,0.625,168.73078079676228,3.1111579281910133,3.3165833271296985,3.135960708395999
OC2,66.25,192.85919365387937,2.9047622994578237,2.039726931254219,3.41581568750275
OC2,66.25,189.00825791297814,2.8018618747515993,2.2258273774514734,3.810587227438717
OC2,66.25,185.59676572292298,2.8007300589172033,2.3258422955447955,3.5944988686525434
OC2,2.5,179.73779808331565,3.0157741131996496,2.7426641379408747,3.2437461543064776
OC2,0.625,95.11766879560231,2.3878245837727223,12.09044311370908,2.1175653269457215
OC2,0.625,103.41594761519075,3.033848444486473,10.89442051367933,2.158251553671586
OC2,0.0,143.411064728741,2.946898536436288,4.549090660859736,2.7820999719553043
OC2,0.0,140.9746459693962,2.527034630856907,4.5106414931579115,3.040207118167421
OC2,2.5,163.1510093703128,2.6480963311838868,3.838389752119169,3.0092184147331476
OC2,66.25,189.71982646566823,3.108396686528319,2.2599761697542378,3.253221526578983
OC2,66.25,193.6642834221382,2.979420590477097,2.2401874099362837,3.535055801525659
OC2,2.5,187.91120248145748,3.078009675410975,2.3600817390791633,4.249871342978757
OC2,66.25,191.48332026519554,2.942491236335886,2.3212975571422074,3.157816294359258
OC2,2.5,179.93171009506247,3.716686658863115,2.433185153306677,3.66284805243372
OC2,66.25,186.37306911534833,2.8098500086500144,2.381002000607837,3.533125181269247
OC2,66.25,195.0050604979959,3.001694596607341,2.308626330706664,3.4759076288208597
OC2,66.25,186.0268867171138,2.578078540667938,2.4988987696355722,3.2590818499573326
OC2,2.5,183.0263212177426,2.822595674654197,2.719224553204692,3.2564453860804177
OC2,2.5,181.13966618118917,2.656950299018009,2.90951455581432,3.4213095721096907
OC2,0.0,157.6576958996361,2.952653116502758,3.7027262820843636,3.2191145366786875
OC2,0.625,167.3048110151864,2.7341491086596053,3.878691173590036,3.0446086956878675
OC2,0.625,151.38159278298892,3.019037175326185,4.47838059676742,3.2820199305100144
OC2,66.25,203.0686830245869,2.8307919527302134,2.2239573918031663,3.1169324671187404
OC2,0.0,88.2902799482429,3.129513722474988,10.50953741617768,2.782546946831823
OC2,0.0,116.7654108042665,2.7713137814612305,6.76075270855725,2.4586680790676714
OC2,0.0,134.52531137012238,2.293632007050353,5.05731418211714,2.3996241261640714
OC2,1.875,152.65839070547196,2.6680844944029145,4.0475048466741965,2.984269897768028
OC2,2.5,163.46709250016082,2.327862821032299,3.349385358099072,2.747929550042465
OC2,66.25,182.88861943793586,2.46131449444197,2.2940633136950614,2.887150590160393
OC2,1.25,162.00288661139987,2.713129980020213,3.8691234847056406,3.2658244625555883
OC2,0.625,162.32057621669102,2.9670510724778967,3.2552584093514674,3.0167583921414303
OC2,2.5,186.01535105097986,2.6017503232709416,2.3062710793853065,3.3422011592212444
OC2,0.625,90.4237726726068,2.5054378042619576,12.3764164225156,2.3445374561097787
OC2,2.5,182.08582795230336,3.000310781440649,2.4407967394226695,3.4660698035023887
OC2,66.25,178.53793961496967,2.4327792516496016,2.482642834725116,2.945224549712402
OC2,66.25,185.38829950444492,2.608454308664833,2.216083458258519,2.9274393867359505
OC2,2.5,187.03559253954563,2.7626608888738073,2.822613146988491,2.907259451673441
OC2,66.25,182.1474414757867,2.5104256626171595,2.424155095127203,3.3928406196173775
OC2,1.875,172.68442876790812,2.7129304178022102,2.8426880923555045,2.870411423941604
OC2,2.5,178.98252537584375,2.832527806840905,2.8721707283254765,3.039045055336581
OC2,1.25,97.18513892323826,4.182887590442094,10.689901558871593,2.6712085319721353
OC2,1.875,105.04447272772016,2.9962698935005547,10.252742860356019,2.325030269916694
OC2,0.0,123.30188966207162,2.553066356276139,5.403124102569514,2.622252604426039
OC2,0.625,106.2772545980614,3.636365446516572,9.990223565603463,2.3609528575725376
OC2,0.0,141.22758135963034,2.768511070574613,4.907935312189494,2.790123749388019
OC2,0.0,158.49696046983922,2.9971656455380202,4.068124013464067,2.749705690627371
OC2,66.25,187.61425373411438,2.9062212199467736,2.2783171918833376,3.032916970304734
OC2,66.25,187.51176432445018,2.6383026392108073,2.440566940128472,2.925255248120419
OC2,66.25,197.2357146912549,2.9673357479262212,2.312432148517401,3.2580874880287594
OC2,66.25,196.6224936252617,2.720021540294765,2.352167559223933,3.2217305141731827
OC2,2.5,189.88158644423268,2.7485745132864525,2.553181590556735,3.1174706802834167
OC2,2.5,180.4800659932967,2.609500562654911,2.7670063400546,2.9790634667780873
OC2,2.5,183.33842586077566,3.007907283121759,2.6736635316680313,3.03132641000031
OC2,66.25,184.01230973971852,2.6238438376415445,2.3106504593274853,3.3448617114721326
OC2,0.0,130.53050060851595,2.583121233861443,4.629565446431874,2.7952603272892165
OC2,2.5,189.92269070193262,2.7963775252155445,2.334931563984081,3.135719580794498
OC2,3.125,179.7440174782478,2.5524753659035095,2.873840797188251,2.949218475599784
OC2,66.25,180.93560137123717,3.127523850611772,2.469834572486556,3.521599724488166
OC2,66.25,187.11572469787046,2.5179472638487477,2.585687769381317,2.697169233881899
OC2,0.625,91.10501832299082,2.474862348027133,13.097519868095041,2.216574705927321
OC2,1.875,108.22428792599416,3.1650461430200174,10.326463331986497,2.3621331394693135
OC2,0.625,149.30104617256526,3.112955769211523,4.6259478038603525,2.9630069784967654
OC2,0.0,144.06363113164093,2.8637435844574624,5.454372106830055,2.3824052971611613
OC2,0.0,159.2153160966291,2.976045331895972,3.813901440453072,3.2110770142358898
OC2,2.5,181.87941382918694,2.663815998355679,2.607642620737228,2.9870645666919864
OC2,0.0,140.78443092882736,2.688089864745515,4.457096876095954,2.644243624859969
OC2,66.25,194.46285623489314,2.5149766838917462,2.322156700138686,3.0474082022877145
OC2,2.5,192.37111064019487,2.558923975899114,2.536606257503891,3.1789066005596394
OC2,2.5,180.83436275759158,2.5493636137344735,2.8159893055295235,3.560529324565251
OC2,3.125,178.87853997391068,2.9533709245318343,2.8731604949199956,3.2172911211691306
OC2,66.25,176.57084960925826,2.7602166259455507,2.6180685787266964,3.331076798699243
OC2,66.25,179.34982364650662,2.9497895288912988,2.5007107934655313,3.531962051781237
OC2,2.5,185.15733246724736,3.4004576222909044,3.0187624356705824,3.4189993730683486
OC2,66.25,181.08946493367236,2.9116062646435505,2.450306489544664,3.4117721744896925
OC2,66.25,179.21209317857435,2.9435817811998914,2.2377684485172677,3.406324559652572
OC2,2.5,190.8914344887768,3.3971144129293713,2.280785899421343,3.4772279598940545
OC2,0.0,163.07221912197735,2.9067887019190963,3.391455438158614,2.9315326948238143
OC2,2.5,178.83238723864775,2.674081976003051,2.6633501229391836,3.4603364464261426
OC2,0.625,85.97868858809595,2.397691079628559,13.147665361398616,2.196301288575558
