label,dominant frequency,central frequency,kurtosis,RMS,crest factor
OC16,0.625,194.26427662301157,2.889718777813733,4.137750085235646,3.1717622148879965
OC16,0.0,201.38759347350313,5.153854633534828,3.025977852413542,6.641794109289254
OC16,100.0,231.75382248977297,3.471035872782456,2.4167652323896394,4.225203533693379
OC16,3.125,213.6467302195765,6.619456152510805,2.7115653346045616,7.386260574068307
OC16,141.875,224.68730883885328,3.115984594249254,2.6581151195670483,3.425820399186932
OC16,3.125,208.17016559869973,6.41643953679245,2.736809065186035,7.304751226275651
OC16,100.0,221.60891719654396,3.0809878051428496,2.684193068612143,3.785147105775534
OC16,3.125,209.19182545703896,8.605881200486962,2.4318536616646735,8.268453429979719
OC16,2.5,205.95584782279326,3.7813828046643803,3.2433974558381213,4.071373129503702
OC16,3.125,201.26348272050845,7.306488579591778,2.6651447563449633,7.501628177007067
OC16,0.625,119.31734946296962,2.2777725515508607,12.905988600510117,2.1071751236418343
OC16,0.625,217.86525448952295,3.183885697773548,2.732295158501023,3.9753643438577058
OC16,0.625,140.2179892182515,3.728371109542683,8.351730147686455,2.6239877381659324
OC16,1.875,109.6861146482408,3.7379587082910564,12.06296344508109,2.2937522878163716
OC16,0.625,132.64629973852547,2.1048717383155293,10.042271233476042,2.1726338213479863
OC16,0.0,182.79372983175926,2.5659236265166414,5.034876865031582,3.004074832504395
OC16,0.0,184.94645261153636,4.482023071076367,3.712558589561681,5.377328436278496
OC16,0.625,198.80149692747113,4.758104310656634,3.8273502421464043,4.189830819090895
OC16,1.875,199.35433933941815,5.4018441787245965,3.2545951000253464,6.0323392838780805
OC16,0.625,201.86224871852227,2.9471852686774542,3.7040790993517914,3.2927642871164404
OC16,2.5,194.58838109752335,5.346442762139075,3.2642889545981637,6.08884515937307
OC16,0.0,146.77349198323017,1.9886139773622413,7.027957105131933,2.8173305313064105
OC16,0.625,188.75796698698124,3.1826104235246966,3.8736528869768896,3.8449689310246296
OC16,3.125,197.57241991496608,5.575844516080574,3.2277133433174305,6.190369272217926
OC16,0.625,190.94759808147327,3.0155295551118395,4.122328509297512,3.3747932069515634
OC16,3.125,188.10834183241218,8.178417278525474,2.8513755286760847,7.026135210363545
OC16,0.625,193.3183369664598,3.2313125842635033,4.118857833915515,3.7377602592233083
OC16,100.0,211.08666079683047,8.038562681605239,2.5096259049989507,8.04870830937986
OC16,100.0,225.31791388723698,3.166171647109698,2.5206848469176624,3.6357046523314778
OC16,100.0,214.0439967472991,9.247608900928704,2.387895123797873,8.434477157006349
OC16,3.125,205.21351524347767,3.6026621413594,3.2468718914886003,4.4208338763310895
OC16,0.625,102.95844906265485,2.16474167572303,14.443464584649899,1.9225278213034156
OC16,0.0,183.41029512043366,3.0999054448131296,5.174615405930556,2.8430959541725294
OC16,0.625,161.29873588932685,2.1647387708833974,7.407093117170257,2.5286290220360264
OC16,0.0,170.31068803487167,5.596163289982561,5.379730834588175,3.630803747543861
OC16,1.875,192.9657772216678,3.061947504775162,4.2676773098962695,3.001965927763971
OC16,0.625,184.1234218740217,3.8159736743509396,3.667819699348777,5.454900258197633
OC16,2.5,216.9336613117278,3.210402771949806,2.928029268973898,3.2935121592481513
OC16,0.625,180.23542519166395,3.1290332773935563,4.288011951793475,4.635761332634786
OC16,2.5,205.04742905648558,4.5779089153306645,3.3785579815345703,4.323076799281668
OC16,0.625,178.5563546713758,3.6313902464534618,4.172358556377542,4.780055688050827
OC16,3.125,204.0471802856442,3.7145191370577364,3.6364859094470754,4.156920926251703
OC16,0.625,187.28039150502232,5.226465890231202,3.4264178572623765,5.850256984130888
OC16,1.875,191.8840606034193,3.410919467630777,4.110660524567115,4.813491166868784
OC16,2.5,207.4825367747731,3.9135105983731457,3.1312334800734143,4.216046195217127
OC16,0.625,187.45112419736398,4.995519715783268,4.006392157138626,5.047538522649991
OC16,3.125,216.06893623546995,3.1059517327411634,2.749300140335236,3.4900188721592333
OC16,100.0,210.66027693625745,8.109619476160743,2.5006575413790557,8.123942018784643
OC16,0.625,196.97386236351332,2.9179661409800115,4.083999565845247,3.357649873344677
OC16,100.0,210.04967930630855,7.868123848628274,2.50776705413559,8.024491835002777
OC16,0.625,116.00491336250752,2.1522484319163935,13.543846767570665,2.0463335565314615
OC16,0.625,95.46079430546907,2.417956844803094,14.698773395332454,1.7330278989870675
OC16,0.0,170.80235173530372,2.6365095734093895,6.567378106574485,2.4800407956860315
OC16,1.875,188.43364607746352,3.481384900730036,4.401934244488707,4.594539184750853
OC16,0.0,204.83142379937112,3.315506365397633,3.008797119211665,3.782342095229656
OC16,0.0,184.43019703509174,3.252953947294613,4.739874840371581,3.602309649522614
OC16,100.0,196.86413985273737,8.90816770535728,2.607290442444783,7.71479307504346
OC16,1.25,188.50290492271176,4.075976319329351,4.006063819027099,4.962633902778953
OC16,0.0,195.17158229565953,3.156017133902451,3.8063224626718744,3.3926053629558726
OC16,0.625,198.42732968312453,4.758449624821849,3.2491172378979787,6.170248072664193
