label,dominant frequency,central frequency,kurtosis,RMS,crest factor
OC5,2.5,217.60965548429053,6.773179402449077,2.234420738347806,7.437728866269194
OC5,1.875,201.78431976267015,3.904217934302344,2.685430724021595,3.979771253974103
OC5,0.625,165.59600127113117,2.4850870206529594,6.012300086277093,2.9153848774128166
OC5,0.625,163.32832503828772,3.6466723893007393,5.306106381868503,2.8696100594647573
OC5,1.875,190.50148104140106,3.363737038961744,3.2467638061867437,5.077659935898579
OC5,0.625,106.84671271584966,2.5306217745786825,9.58798889667487,2.2638829277876735
OC5,1.25,104.32692093040149,3.231308162870273,12.419670975559585,2.125212801687025
OC5,0.625,110.84053110226382,1.6166414663819701,10.744130668517093,2.0357489870345034
OC5,0.0,177.0055837171121,3.185260070540074,4.5818890983853935,3.5581079986735062
OC5,1.875,175.0805329975523,3.209595548853466,4.825880664005376,2.7174683830900057
OC5,3.75,208.1952970342439,9.489133106609586,2.0811043756870795,7.985103759879224
OC5,2.5,197.67092773911222,4.992653610774487,3.0520036135525626,5.425285393330955
OC5,2.5,214.27438034357178,2.5445229963628626,2.307143479470458,3.0841750581689884
OC5,2.5,215.05605924365554,9.732306552268248,2.029366823934447,8.233776628221728
OC5,2.5,216.3299289301167,2.6272146034588273,2.1959219488968187,3.4124220597933927
OC5,4.375,225.972307408078,13.680101105734387,1.817256664737831,9.207580758777379
OC5,2.5,228.99293928993183,2.9624093141775543,1.902754831278911,3.6777334026247144
OC5,1.875,156.43102038580918,2.121685175888549,6.369554226703098,2.733020436817995
OC5,3.125,217.47755589713398,2.943670049993904,2.162682640513427,3.7595870969166936
OC5,2.5,206.82116351650066,4.545729808810853,2.799257039528526,6.137873061451282
OC5,3.75,209.54622558389312,2.6273500917360155,2.632292368692758,3.001537782797182
OC5,3.75,233.33829154113795,3.5406403152984605,2.0412907800382634,3.5915709298714305
OC5,2.5,194.49015957776837,6.179793524044298,3.688056611503302,4.743416206094847
OC5,0.625,180.17018382727076,2.392495143061076,4.399406344974749,2.934056378934939
OC5,1.875,208.99291321383623,8.352138475794327,2.1061941289750545,7.901564198689836
OC5,1.875,82.18934682773063,1.9990874144753552,15.650585859967833,1.8474689787146046
OC5,0.625,103.46679690636579,2.32125849567413,14.294136459923948,1.8044717634616205
OC5,0.0,146.6159416333265,3.2012589409076604,6.011983432166071,2.0923492042072764
OC5,0.0,182.93602407413275,3.026417263889066,4.034245869934292,4.2970314177411195
OC5,0.0,189.30212161558998,5.570967761974742,3.3766819954796716,3.8288621840338286
OC5,3.125,206.29440152518492,5.455102844314255,2.528488407316033,6.5712606005724385
OC5,2.5,216.41054475222705,2.5020550309365346,2.397899447341394,2.7738431160549943
OC5,2.5,210.08004482566,7.443708340738506,2.231264637575272,7.457550516321784
OC5,2.5,143.6263355878078,3.2969511836238463,7.778747131572039,2.898949325460686
OC5,0.625,157.3365649929711,3.072368643905745,6.184919279205503,2.5385087769515478
OC5,3.125,150.07513527965105,3.7283357534240884,4.871101230146922,3.496240982346889
OC5,1.875,162.35613695674138,2.9972137749640475,6.769149485218759,2.955377746300943
OC5,3.125,176.05447154821525,3.9920130203940145,4.07860319747479,4.271254711854741
OC5,0.625,166.95554968132598,2.3709170798017953,5.032167187273776,2.7446481030934375
OC5,0.625,155.68789094369785,2.2475263659316354,5.792769900602216,2.800864854534146
OC5,0.625,164.81828824844425,2.6826335263580274,5.967468391526276,2.662471685239432
OC5,1.875,174.1090021114129,3.100369177522288,5.726315624550025,3.0633233304142964
OC5,1.875,185.7494990976578,4.661434749801616,3.714709485262485,3.334947032641135
OC5,3.125,215.97809812542954,2.40426812676627,2.3873740409256095,3.2215115826668455
OC5,0.625,147.83544057665446,2.876561386871372,6.460702623994041,2.943846800712546
OC5,2.5,88.61625693651851,2.595537527245354,13.997372970567286,2.0416802092144155
OC5,0.625,78.0185864292572,2.244051673813699,14.081464463550809,1.7503479530697097
OC5,0.0,165.62612187456392,2.3603639319541507,5.419654912179101,2.458590000823962
OC5,0.625,198.50166067811443,3.4160190789056015,3.441054749845607,4.79238869295524
OC5,2.5,217.85397714567637,2.687411103462042,2.16846654075571,3.2495947562761334
OC5,1.875,216.6856693469539,8.687270048806631,2.106741142978965,7.946448205462881
OC5,2.5,194.52307307455936,2.26223492265801,3.1394190186424242,2.9395058672322785
OC5,1.875,214.99266060831468,7.218376249741891,2.221020378018483,7.533726183065556
OC5,1.875,126.46188391931652,15.704694032038452,4.360909410119783,4.878897065741985
OC5,2.5,108.17567355927626,3.087387850113866,12.51837520958614,2.111814347500614
OC5,0.0,87.23085419990309,1.4537209634900128,13.051013686432631,1.9817383056526094
OC5,1.875,80.64008205644564,2.1684262941509496,14.7870416559023,1.7590150031543177
OC5,0.0,174.14335018921443,2.611720206592976,4.911925439832682,3.3406629846073064
OC5,2.5,170.95045212804888,3.6120856814679208,4.554270452240603,3.012155737973568
OC5,3.125,207.54602224810492,4.520914505290198,2.899100874360757,5.753947766194297
OC5,3.125,220.48045153007973,2.8452612519118308,2.117481873309295,3.6425001895982683
OC5,3.125,208.23772658757687,5.396384098349274,2.623682680279109,6.310045179792405
OC5,2.5,220.4589083700693,3.1009061446037043,2.180824526005518,3.3420186553705156
OC5,2.5,209.2072902957599,7.078460250246806,2.2441005781742223,7.387164722575547
OC5,2.5,162.20607481618666,3.3902865100483055,6.100558450341283,3.1516587016594197
OC5,1.875,211.4520530890647,7.236346463410076,2.2168103733716094,7.443961016341635
OC5,2.5,223.5925794871129,3.423308751457793,2.0257300145418458,4.012542671851739
OC5,0.0,164.39652955111774,2.833110569055316,5.8781487103001435,2.745014977543178
OC5,2.5,209.0371029819782,4.031743781800119,2.9352308544680135,5.652766621318173
OC5,3.125,211.73147582078929,2.6508346496092154,2.7022170725664107,3.3015852392371934
OC5,2.5,226.90839909404627,11.822021067850761,1.892168198114559,8.839181826787788
