电压(V),x轴(s)
-5.788259375000004,0.0
-6.843059375000004,0.0008004002001
-7.966234375000004,0.0016008004002001
-8.630034375000003,0.0024012006003001
-8.282984375000003,0.0032016008004002
-8.282984375000003,0.0040020010005002
-8.175559375000002,0.0048024012006003
-8.839359375000004,0.0056028014007003
-8.793234375000008,0.0064032016008004
-8.793234375000008,0.0072036018009004
-9.125134375000009,0.0080040020010005
-8.461334375000007,0.0088044022011005
-8.275671875000006,0.0096048024012006
-8.275671875000006,0.0104052026013006
-8.442046875000006,0.0112056028014007
-8.168246875000005,0.0120060030015007
-7.758571875000006,0.0128064032016008
-7.484771875000005,0.0136068034017008
-7.592196875000006,0.0144072036018009
-7.592196875000006,0.0152076038019009
-7.142846875000005,0.016008004002001
-6.870046875000005,0.016808404202101
-7.485021875000006,0.0176088044022011
-8.929821875000007,0.0184092046023011
-9.881971875000009,0.0192096048024012
-9.881971875000009,0.0200100050025012
-9.599396875000007,0.0208104052026013
-9.325596875000006,0.0216108054027013
-8.97365937500001,0.0224112056028014
-8.97365937500001,0.0232116058029014
-8.97365937500001,0.0240120060030015
-8.97365937500001,0.0248124062031015
-8.116959375000002,0.0256128064032016
-8.116959375000002,0.0264132066033016
-8.224384375000005,0.0272136068034017
-7.951584375000005,0.0280140070035017
-7.682659375000007,0.0288144072036018
-7.682659375000007,0.0296148074037018
-7.966234375000005,0.0304152076038019
-9.020034375000005,0.0312156078039019
-10.414584375000006,0.032016008004002
-11.078384375000004,0.032816408204102
-11.078384375000004,0.0336168084042021
-10.414584375000006,0.0344172086043021
-10.395046875000007,0.0352176088044022
-9.731246875000005,0.0360180090045022
-9.897271875000005,0.0368184092046023
-10.170071875000005,0.0376188094047023
-9.802034375000003,0.0384192096048024
-9.137234375000004,0.0392196098049024
-8.913259375000003,0.0400200100050025
-9.577059375000005,0.0408204102051025
-10.128559375000002,0.0416208104052026
-10.402359375000003,0.0424212106053026
-10.177384375000004,0.0432216108054027
-9.513584375000002,0.0440220110055027
-10.062646875000002,0.0448224112056028
-10.062646875000002,0.0456228114057028
-9.447671875000003,0.0464232116058029
-9.447671875000003,0.0472236118059029
-10.106596875000005,0.048024012006003
-11.161396875000005,0.048824412206103
-11.503571875000004,0.0496248124062031
-11.776371875000004,0.0504252126063031
-11.964359375000006,0.0512256128064032
-11.300559375000008,0.0520260130065032
-10.568384375000006,0.0528264132066033
-10.294584375000005,0.0536268134067033
-10.641634375000008,0.0544272136068034
-10.641634375000008,0.0552276138069034
-10.749059375000007,0.0560280140070035
-10.475259375000006,0.0568284142071035
-9.814259375000002,0.0576288144072036
-10.087059375000003,0.0584292146073036
-9.814259375000002,0.0592296148074037
-10.087059375000003,0.0600300150075037
-10.887596875000002,0.0608304152076038
-11.552396875000001,0.0616308154077038
-12.675571875000005,0.0624312156078039
-12.948371875000005,0.0632316158079039
-12.558371875000002,0.064032016008004
-12.284571875000005,0.064832416208104
-12.391996875000006,0.0656328164082041
-12.391996875000006,0.0664332166083041
-12.015646875000007,0.0672336168084042
-12.015646875000007,0.0680340170085042
-11.342071875000004,0.0688344172086043
-10.678271875000005,0.0696348174087043
-10.824921875000003,0.0704352176088044
-11.488721875000001,0.0712356178089044
-12.162296875000003,0.0720360180090045
-12.162296875000003,0.0728364182091045
-11.674296875000003,0.0736368184092046
-11.674296875000003,0.0744372186093046
-11.781721875,0.0752376188094047
-11.507921875000003,0.0760380190095047
-11.06827187500001,0.0768384192096048
-11.342071875000011,0.0776388194097048
-11.684246875000008,0.0784392196098049
-12.739046875000009,0.0792396198099049
-12.616971875000008,0.080040020010005
-12.616971875000008,0.080840420210105
-12.450596875000006,0.0816408204102051
-12.724396875000004,0.0824412206103051
-12.438371875000007,0.0832416208104052
-12.164571875000005,0.0840420210105052
-12.438371875000007,0.0848424212106053
-12.164571875000005,0.0856428214107053
-11.422634375000003,0.0864432216108054
-11.422634375000003,0.0872436218109054
-11.256259375000004,0.0880440220110055
-11.530059375000006,0.0888444222111055
-11.137890625000004,0.0896448224112056
-11.802690625000004,0.0904452226113056
-12.534865625000009,0.0912456228114057
-14.370665625000008,0.0920460230115057
-14.580990625000009,0.0928464232116058
-14.307190625000011,0.0936468234117058
-13.966015625000008,0.0944472236118059
