电压(V),x轴(s)
-2.043368750000001,0.0
-4.855268750000001,0.0008004002001
-4.943118750000001,0.0016008004002001
-4.943118750000001,0.0024012006003001
-4.586718750000003,0.0032016008004002
-1.383818750000001,0.0040020010005002
-4.245118750000002,0.0048024012006003
-8.620018750000003,0.0056028014007003
-4.298537500000002,0.0064032016008004
-4.298537500000002,0.0072036018009004
-1.2027875000000012,0.0080040020010005
-5.968687500000001,0.0088044022011005
-4.410537500000002,0.0096048024012006
-1.989637500000001,0.0104052026013006
-3.5032375000000013,0.0112056028014007
-2.253337500000001,0.0120060030015007
-3.0508656250000024,0.0128064032016008
-4.300765625000003,0.0136068034017008
-4.428065625000004,0.0144072036018009
-4.3501656250000025,0.0152076038019009
-4.657165625000003,0.016008004002001
-4.657165625000003,0.016808404202101
-2.616315625000002,0.0176088044022011
-0.9764156250000019,0.0184092046023011
-5.208940625000002,0.0192096048024012
-2.787040625000002,0.0200100050025012
-2.2697406250000025,0.0208104052026013
-4.300640625000002,0.0216108054027013
-2.929290625000002,0.0224112056028014
-3.3981906250000025,0.0232116058029014
-4.071540625000003,0.0240120060030015
-4.071540625000003,0.0248124062031015
-2.511268750000002,0.0256128064032016
-1.2613687500000024,0.0264132066033016
-4.591568750000004,0.0272136068034017
-4.1226687500000025,0.0280140070035017
-5.026118750000003,0.0288144072036018
-5.4950187500000025,0.0296148074037018
-1.7748187500000017,0.0304152076038019
-1.8527187500000017,0.0312156078039019
-2.2968875000000013,0.032016008004002
-1.0469875000000013,0.032816408204102
-2.8828875000000016,0.0336168084042021
-0.46098750000000077,0.0344172086043021
-1.2422375000000005,0.0352176088044022
-1.2422375000000005,0.0360180090045022
-4.532987500000003,0.0368184092046023
-1.3300875000000012,0.0376188094047023
-1.1053187500000008,0.0384192096048024
-1.1053187500000008,0.0392196098049024
-2.5991187500000015,0.0400200100050025
-2.5991187500000015,0.0408204102051025
-2.423968750000001,0.0416208104052026
-2.5018687500000016,0.0424212106053026
-3.2828687500000013,0.0432216108054027
-1.6429687500000014,0.0440220110055027
-1.1077125000000012,0.0448224112056028
